rm_key|co_nm|co_sts|chng_sts_dt|co_grp|oa_flag|oa_sts|oa_dt|lvl5_oc_cd|lvl5_oc_nm|co_seg|co_seg_lvl|indst|scb_tnur|co_age|avg_edng_bal_ytd|avg_edng_bal_ytd_prev_yr|coh_latest|coh_latest_prev_yr|coh_yr_latest|coh_yr_latest_prev_yr|cogs_latest|cogs_latest_prev_yr|cogs_yr_latest|cogs_yr_latest_prev_yr|net_sale_latest|net_sale_latest_prev_yr|net_sale_yr_latest|net_sale_yr_latest_prev_yr|avg_coh_prev_3yr|avg_cogs_prev_3yr|avg_net_sale_prev_3yr|pro_rt_avg_cogs_prev_3yr|pro_rt_avg_net_sale_prev_3yr|co_indst_prior|co_seg_prior|bcm_flag|cust_type_cd|cust_new_to_bcm_prod_flag_wthin_mnth|cust_new_to_bcm_prod_flag_wthin_yr|cust_strt_dt|dl_load_ts|dl_data_dt|mnth_id
001400000000000000000000619271|(Restricted_0000619271)|NULL|NULL|(Restricted_0000619271)|N|NULL|NULL|9678|SME Relationship Management & New Business Upcountry 3 Division|SME|SME|Others|19|NULL|36478.6|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/11/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000000623254|(Restricted_0000623254)|NULL|NULL|(Restricted_0000623254)|N|NULL|NULL|9678|SME Relationship Management & New Business Upcountry 3 Division|SME|SME|Others|19|NULL|61.08|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/11/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000000655301|(Restricted_0000655301)|NULL|NULL|(Restricted_0000655301)|N|NULL|NULL|9817|Upcountry Division|SME|SME|Others|19|NULL|77367.52|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/11/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000000664140|(Restricted_0000664140)|NULL|NULL|(Restricted_0000664140)|N|NULL|NULL|9679|SME Relationship Management & New Business Upcountry 2 Division|SME|SME|Others|19|NULL|870996.75|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/11/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000000697418|(Restricted_0000697418)|NULL|NULL|(Restricted_0000697418)|N|NULL|NULL|9679|SME Relationship Management & New Business Upcountry 2 Division|SME|SME|Others|19|NULL|6069.14|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/11/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000000715366|(Restricted_0000715366)|NULL|NULL|(Restricted_0000715366)|N|NULL|NULL|9817|Upcountry Division|SME|SME|Others|19|NULL|160859.09|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/11/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000000769662|(Restricted_0000769662)|NULL|NULL|(Restricted_0000769662)|N|NULL|NULL|9816|Bangkok Division|SME|SME|Others|19|NULL|1477.41|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/12/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000000773504|(Restricted_0000773504)|NULL|NULL|(Restricted_0000773504)|N|NULL|NULL|9679|SME Relationship Management & New Business Upcountry 2 Division|SME|SME|Others|19|NULL|2082.87|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/16/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000000776961|(Restricted_0000776961)|NULL|NULL|(Restricted_0000776961)|N|NULL|NULL|9679|SME Relationship Management & New Business Upcountry 2 Division|SME|SME|Others|19|NULL|22526.48|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/16/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000000787560|(Restricted_0000787560)|NULL|NULL|(Restricted_0000787560)|N|NULL|NULL|9679|SME Relationship Management & New Business Upcountry 2 Division|SME|SME|Others|19|NULL|96786.83|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/16/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000000910303|(Restricted_0000910303)|NULL|NULL|(Restricted_0000910303)|N|NULL|NULL|9675|SME Relationship Management Bangkok 2 Division|SME|SME|Others|19|NULL|118552.13|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/17/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000000917165|(Restricted_0000917165)|NULL|NULL|(Restricted_0000917165)|N|NULL|NULL|9817|Upcountry Division|SME|SME|Others|19|NULL|93827.76|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/17/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000000933614|(Restricted_0000933614)|NULL|NULL|(Restricted_0000933614)|N|NULL|NULL|9817|Upcountry Division|SME|SME|Others|19|NULL|5401.67|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/17/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000000982127|(Restricted_0000982127)|NULL|NULL|(Restricted_0000982127)|N|NULL|NULL|9817|Upcountry Division|SME|SME|Others|19|NULL|436326.22|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/17/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000000996452|(Restricted_0000996452)|NULL|NULL|(Restricted_0000996452)|N|NULL|NULL|9816|Bangkok Division|SME|SME|Others|19|NULL|22939.77|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/17/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000001044336|(Restricted_0001044336)|NULL|NULL|(Restricted_0001044336)|N|NULL|NULL|9817|Upcountry Division|SME|SME|Others|19|NULL|43638.51|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/19/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000001120101|(Restricted_0001120101)|NULL|NULL|(Restricted_0001120101)|N|NULL|NULL|9817|Upcountry Division|SME|SME|Others|19|NULL|125368.79|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/19/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000001132790|(Restricted_0001132790)|NULL|NULL|(Restricted_0001132790)|N|NULL|NULL|9685|SME Relationship Management & New Business Upcountry 1 Division|SME|SME|Others|19|NULL|854719.24|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/19/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000001148850|(Restricted_0001148850)|NULL|NULL|(Restricted_0001148850)|N|NULL|NULL|9817|Upcountry Division|SME|SME|Others|19|NULL|552.29|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/19/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000001151664|(Restricted_0001151664)|NULL|NULL|(Restricted_0001151664)|N|NULL|NULL|9817|Upcountry Division|SME|SME|Others|19|NULL|11909.91|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/19/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000001254520|(Restricted_0001254520)|NULL|NULL|(Restricted_0001254520)|N|NULL|NULL|9679|SME Relationship Management & New Business Upcountry 2 Division|SME|SME|Others|19|NULL|20560.55|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/19/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000001272941|(Restricted_0001272941)|NULL|NULL|(Restricted_0001272941)|N|NULL|NULL|9685|SME Relationship Management & New Business Upcountry 1 Division|SME|SME|Others|19|NULL|44086.02|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/19/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000001369841|(Restricted_0001369841)|NULL|NULL|(Restricted_0001369841)|N|NULL|NULL|9678|SME Relationship Management & New Business Upcountry 3 Division|SME|SME|Others|19|NULL|1448.66|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/20/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000001413294|(Restricted_0001413294)|NULL|NULL|(Restricted_0001413294)|N|NULL|NULL|9679|SME Relationship Management & New Business Upcountry 2 Division|SME|SME|Others|19|NULL|17146.04|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/20/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000001441024|(Restricted_0001441024)|NULL|NULL|(Restricted_0001441024)|N|NULL|NULL|9171|SME Business Center Bangkok Division|SME|SME|Others|19|NULL|37675.38|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/20/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000001449519|(Restricted_0001449519)|NULL|NULL|(Restricted_0001449519)|N|NULL|NULL|9817|Upcountry Division|SME|SME|Others|19|NULL|15257.77|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/20/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000001453220|(Restricted_0001453220)|NULL|NULL|(Restricted_0001453220)|N|NULL|NULL|9817|Upcountry Division|SME|SME|Others|19|NULL|556431.43|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/20/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000001455188|(Restricted_0001455188)|NULL|NULL|(Restricted_0001455188)|N|NULL|NULL|9816|Bangkok Division|SME|SME|Others|19|NULL|8906599.76|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/20/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000001456784|(Restricted_0001456784)|NULL|NULL|(Restricted_0001456784)|N|NULL|NULL|9816|Bangkok Division|SME|SME|Others|19|NULL|161362.8|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/20/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000001479276|(Restricted_0001479276)|NULL|NULL|(Restricted_0001479276)|N|NULL|NULL|9817|Upcountry Division|SME|SME|Others|19|NULL|1302487.45|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/20/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000001480083|(Restricted_0001480083)|NULL|NULL|(Restricted_0001480083)|N|NULL|NULL|9679|SME Relationship Management & New Business Upcountry 2 Division|SME|SME|Others|19|NULL|14083.45|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/20/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000001482230|(Restricted_0001482230)|NULL|NULL|(Restricted_0001482230)|N|NULL|NULL|9678|SME Relationship Management & New Business Upcountry 3 Division|SME|SME|Others|19|NULL|3067.56|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/20/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000001492501|(Restricted_0001492501)|NULL|NULL|(Restricted_0001492501)|N|NULL|NULL|9678|SME Relationship Management & New Business Upcountry 3 Division|SME|SME|Others|19|NULL|3138.62|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/20/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000001495413|(Restricted_0001495413)|NULL|NULL|(Restricted_0001495413)|N|NULL|NULL|9685|SME Relationship Management & New Business Upcountry 1 Division|SME|SME|Others|19|NULL|14812.83|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/20/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000001560897|(Restricted_0001560897)|NULL|NULL|(Restricted_0001560897)|N|NULL|NULL|9685|SME Relationship Management & New Business Upcountry 1 Division|SME|SME|Others|19|NULL|44981.79|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/20/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000001579665|(Restricted_0001579665)|NULL|NULL|(Restricted_0001579665)|N|NULL|NULL|9678|SME Relationship Management & New Business Upcountry 3 Division|SME|SME|Others|19|NULL|1913198.03|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/21/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000001603223|(Restricted_0001603223)|NULL|NULL|(Restricted_0001603223)|N|NULL|NULL|9817|Upcountry Division|SME|SME|Others|19|NULL|36339.11|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/21/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000001691779|(Restricted_0001691779)|NULL|NULL|(Restricted_0001691779)|N|NULL|NULL|9817|Upcountry Division|SME|SME|Others|19|NULL|55633.88|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/21/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000001707388|(Restricted_0001707388)|NULL|NULL|(Restricted_0001707388)|N|NULL|NULL|9678|SME Relationship Management & New Business Upcountry 3 Division|SME|SME|Others|19|NULL|30122.18|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/21/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000001720276|(Restricted_0001720276)|NULL|NULL|(Restricted_0001720276)|N|NULL|NULL|9685|SME Relationship Management & New Business Upcountry 1 Division|SME|SME|Others|19|NULL|27723.81|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/21/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000001721561|(Restricted_0001721561)|NULL|NULL|(Restricted_0001721561)|N|NULL|NULL|9675|SME Relationship Management Bangkok 2 Division|SME|SME|Others|19|NULL|157298.73|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/21/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000001777424|(Restricted_0001777424)|NULL|NULL|(Restricted_0001777424)|N|NULL|NULL|9817|Upcountry Division|SME|SME|Others|19|NULL|124702.7|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/24/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000001777679|(Restricted_0001777679)|NULL|NULL|(Restricted_0001777679)|N|NULL|NULL|9817|Upcountry Division|SME|SME|Others|19|NULL|52624.23|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/24/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000001777837|(Restricted_0001777837)|NULL|NULL|(Restricted_0001777837)|N|NULL|NULL|9817|Upcountry Division|SME|SME|Others|19|NULL|198697.99|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/24/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000001781323|(Restricted_0001781323)|NULL|NULL|(Restricted_0001781323)|N|NULL|NULL|9817|Upcountry Division|SME|SME|Others|19|NULL|30610.28|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/24/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000001781440|(Restricted_0001781440)|NULL|NULL|(Restricted_0001781440)|N|NULL|NULL|9171|SME Business Center Bangkok Division|SME|SME|Others|19|NULL|48120|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/24/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000001807646|(Restricted_0001807646)|NULL|NULL|(Restricted_0001807646)|N|NULL|NULL|9817|Upcountry Division|SME|SME|Others|19|NULL|38516.82|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/24/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000001831776|(Restricted_0001831776)|NULL|NULL|(Restricted_0001831776)|N|NULL|NULL|9817|Upcountry Division|SME|SME|Others|19|NULL|255284.33|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/24/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000001843530|(Restricted_0001843530)|NULL|NULL|(Restricted_0001843530)|N|NULL|NULL|9817|Upcountry Division|SME|SME|Others|19|NULL|67369|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/24/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000001844317|(Restricted_0001844317)|NULL|NULL|(Restricted_0001844317)|N|NULL|NULL|9816|Bangkok Division|SME|SME|Others|19|NULL|29757.89|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/24/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000001844721|(Restricted_0001844721)|NULL|NULL|(Restricted_0001844721)|N|NULL|NULL|9685|SME Relationship Management & New Business Upcountry 1 Division|SME|SME|Others|19|NULL|30856.85|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/24/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000001848257|(Restricted_0001848257)|NULL|NULL|(Restricted_0001848257)|N|NULL|NULL|9816|Bangkok Division|SME|SME|Others|19|NULL|98008.39|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/24/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000001850583|(Restricted_0001850583)|NULL|NULL|(Restricted_0001850583)|N|NULL|NULL|9816|Bangkok Division|SME|SME|Others|19|NULL|67577.4|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/24/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000001855672|(Restricted_0001855672)|NULL|NULL|(Restricted_0001855672)|N|NULL|NULL|9817|Upcountry Division|SME|SME|Others|19|NULL|8519.82|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/24/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000001880621|(Restricted_0001880621)|NULL|NULL|(Restricted_0001880621)|N|NULL|NULL|9685|SME Relationship Management & New Business Upcountry 1 Division|SME|SME|Others|19|NULL|12894.15|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/24/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000001881930|(Restricted_0001881930)|NULL|NULL|(Restricted_0001881930)|N|NULL|NULL|9817|Upcountry Division|SME|SME|Others|19|NULL|4114.3|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/24/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000001894403|(Restricted_0001894403)|NULL|NULL|(Restricted_0001894403)|N|NULL|NULL|9817|Upcountry Division|SME|SME|Others|19|NULL|1943936.16|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/24/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000001901329|(Restricted_0001901329)|NULL|NULL|(Restricted_0001901329)|N|NULL|NULL|9679|SME Relationship Management & New Business Upcountry 2 Division|SME|SME|Others|19|NULL|92122.85|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/24/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000001902918|(Restricted_0001902918)|NULL|NULL|(Restricted_0001902918)|N|NULL|NULL|9685|SME Relationship Management & New Business Upcountry 1 Division|SME|SME|Others|19|NULL|1097961.54|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/24/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000001909141|(Restricted_0001909141)|NULL|NULL|(Restricted_0001909141)|N|NULL|NULL|9678|SME Relationship Management & New Business Upcountry 3 Division|SME|SME|Others|19|NULL|212009.61|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/24/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000001910355|(Restricted_0001910355)|NULL|NULL|(Restricted_0001910355)|N|NULL|NULL|9171|SME Business Center Bangkok Division|SME|SME|Others|19|NULL|10862.85|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/24/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000001914474|(Restricted_0001914474)|NULL|NULL|(Restricted_0001914474)|N|NULL|NULL|9685|SME Relationship Management & New Business Upcountry 1 Division|SME|SME|Others|19|NULL|1817232.19|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/24/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000001942357|(Restricted_0001942357)|NULL|NULL|(Restricted_0001942357)|N|NULL|NULL|9679|SME Relationship Management & New Business Upcountry 2 Division|SME|SME|Others|19|NULL|271209.61|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/24/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000001944979|(Restricted_0001944979)|NULL|NULL|(Restricted_0001944979)|N|NULL|NULL|9817|Upcountry Division|SME|SME|Others|19|NULL|502141.16|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/24/2000|2/26/2020 15:17|4/30/2019|4/1/2019
001400000000000000000001951596|(Restricted_0001951596)|NULL|NULL|(Restricted_0001951596)|N|NULL|NULL|9679|SME Relationship Management & New Business Upcountry 2 Division|SME|SME|Others|19|NULL|2043267.89|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|Y|P|N|N|4/24/2000|2/26/2020 15:17|4/30/2019|4/1/2019
